Prod_id,Prod_name,Prod_price,Prod_size,Prod_stock,Prod_brand,Prod_Model,Prod_Desc
10291550,"Country Crock Plus Calcium & Vitamins Spread Vegetable Oil, 15 oz",,15 oz,Not available,Country Crock,9034898,"&lt;p&gt;Made with delicious oils, purified water and a pinch of salt, Country Crock Calcium Vegetable Oil Spread has all of the country fresh taste you love, without any of the artificial flavors, preservatives or trans fats that you don￢ﾀﾙt.&lt;/p&gt;"
10291563,"Sargento Gouda Sliced Natural Cheese, 10 count, 7 oz",,,Not available,Sargento Food,00106,
10291566,"Sargento Deli Style Thin Sliced Sharp Cheddar Cheese, 11 ct",,11 slices,Not available,Sargento Food,00113,&lt;p&gt;One slice of Sargento Sharp Cheddar Sliced Natural Cheese provides 150mg of the 800 to 1200mg of calcium most of us need each day.&lt;/p&gt;
10291567,"Sargento Natural Deli Style Medium Cheddar Cheese Slices, 11 ct",,11 slices,Not available,Sargento Food,00114,
10291571,"Sargento Natural Deli Style Colby-Jack Cheese Slices, 11 ct",,11 slices,Not available,Sargento Food,00121,&lt;p&gt;One slice of Sargento Colby Jack Sliced Natural Cheese provides 150mg of the 800 to 1200mg of calcium most of us need each day.&lt;/p&gt;
10291572,"Sargento Mozzarella Sliced Natural Cheese, 11 count, 8 oz",,11 slices,Not available,Sargento Food,00125,
10291574,"Sargento Reduced Fat Swiss Cheese Slices, 9 ct, 6.67 oz",,6.67 oz,Not available,Sargento Food,00180,&lt;p&gt;One slice of Sargento Reduce Fat Swiss Sliced Natural Cheese provides 250mg of the 800 to 1200mg of calcium most of us need each day.&lt;/p&gt;
10291575,"Sargento Deli Style Thin Sliced Reduced Fat Medium Cheddar Cheese, 10 ct",,10 slices,Not available,Sargento Food,00185,&lt;p&gt;One slice of Sargento Reduce Fat Medium Cheddar Sliced Natural Cheese provides 250mg of the 800 to 1200mg of calcium most of us need each day.&lt;/p&gt;
10291576,"Sargento Reduce Fat Colby-Jack Sliced Natural Cheese, 10 count, 6.67 oz",,10 slices,Not available,Sargento Food,00186,&lt;p&gt;One slice of Sargento Reduce Fat Colby-Jack Sliced Natural Cheese provides 250mg of the 800 to 1200mg of calcium most of us need each day.&lt;/p&gt;
10291586,Sargento® Snacks Sharp Cheddar Cheese Sticks 12 ct Bag,,9 oz,Not available,Sargento Food,00712,"&lt;p&gt;By choosing Sargento Snacks Natural Sharp Cheddar Cheese Sticks, you don't have to compromise flavor in favor of smart nutrition.&lt;/p&gt;"
10291587,Sargento® Snacks Colby-Jack™ Cheese Sticks 12 ct Bag,,9 oz,Not available,Sargento Food,00714,"&lt;p&gt;By choosing Sargento Snacks Natural Colby-Jack Cheese Sticks, you don't have to compromise flavor in favor of smart nutrition.&lt;/p&gt;"
10291588,"Sargento Mozzarella String Cheese Snacks, 12 ct",,12 oz,Not available,,,"&lt;p&gt;By choosing Sargento Snacks String Cheese Natural Mozzarella Cheese Sticks, you don't have to compromise flavor in favor of smart nutrition.&lt;/p&gt;"
10291590,"Sargento Light Mozzaralla String Cheese, 12 ct",,9 oz,Not available,Sargento Food,00717,"&lt;p&gt;By choosing Sargento Light String Cheese Sticks, you don't have to compromise flavor in favor of smart nutrition. Each Sargento Light String Cheese has: 6 grams protein; 15% DV calcium; 50% less fat; 25% fewer calories.&lt;/p&gt;"
10291591,"Sargento Light Mozzarella String Cheese, 24 ct",,N,Not available,,,"By choosing a Sargento Cheese Snack, you don't have to compromise flavor in favor of smart nutrition.Each Light String Cheese Snack has: 6g Protein; 15% DV Calcium; 50% Less Fat*; 25% Fewer Calories*.&quot;We are always bringing you new ways to enjoy real, authentic cheese.&quot; --Lou Gentine, Second Generation of Family Ownership.50% less fat compared to low-moisture Mozzarella cheese."
10291592,"Sargento Reduced Fat Sharp Cheddar Cheese Sticks, 12ct",,9 oz,Not available,Sargento Food,00738,"&lt;p&gt;By choosing Sargento Reduced Fat Sharp Cheddar Cheese Sticks, you don't have to compromise flavor in favor of smart nutrition. Each Sargento Reduced Fat Sharp Cheddar Snack has: 5 grams protein; 15% DV calcium; 33% less fat; 33% fewer calories.&lt;/p&gt;"
10291593,"Sargento Reduced Fat Colby Jack & Monterey Jack Cheese Sticks, 12 ct",,9 oz,Not available,SARGENTO®,00742,"&lt;p&gt;By choosing Sargento Reduced Fat Colby-Jack Cheese Sticks, you don't have to compromise flavor in favor of smart nutrition. Each Sargento Reduced-Fat Colby-Jack Snack has: 5 grams protein; 15% DV calcium; 33% less fat; 25% fewer calories.&lt;/p&gt;"
10291849,"Knudsen Free Nonfat Cottage Cheese, 16 oz",2.48,16 oz,Not available,Knudsen,10020,
10291851,"Knudsen Lowfat Cottage Cheese On The Go, 4 ct",,16 oz,Not available,Knudsen,KRAFT,
10291852,"Knudsen Light Sour Cream, 16 oz",1.92,16 oz,Not available,Knudsen,18002,"&lt;p&gt;Knudsen Light Sour Cream, 16 oz&lt;/p&gt;"
10291853,"Knudsen Hampshire Sour Cream, 24 oz",,24 oz,Not available,Knudsen,123,Hampshire
10291854,Knudsen Hampshire Sour Cream 16 oz. Tub,,16 oz,Not available,Knudsen,18275,
10291855,"Knudsen Small Curd Lowfat Cottage Cheese, 16 oz",,16 oz,Not available,Knudsen,34506,"&lt;p&gt;Tom and Carl Knudsen started their California creamery in 1919 with a simple goal: make only the best dairy products by using the freshest, most wholesome ingredients. Almost a century later, Knudsen continues the founders' pledge to offer only &quot;the very best&quot; to you and your family with products like Knudsen Lowfat Small Curd Cottage Cheese.&lt;/p&gt;"
10291856,"Knudsen Small Curd Lowfat Cottage Cheese, 32 oz",,32 oz,Not available,Knudsen,34702,"&lt;p&gt;Tom and Carl Knudsen started their California creamery in 1919 with a simple goal: make only the best dairy products by using the freshest, most wholesome ingredients. Almost a century later, Knudsen continues the founders' pledge to offer only &quot;the very best&quot; to you and your family with products like Knudsen Lowfat Small Curd Cottage Cheese.&lt;/p&gt;"
10291863,CARNATION Vitamin D Added Evaporated Milk 12 fl. oz. Can,1.64,12 oz,Available,Carnation,5150025544,"&lt;p&gt;Make your special recipes creamier with the Carnation Vitamin D Added Evaporated Milk. Made from milk with half the water removed, it is thicker and creamier than milk, and its low-fat content makes it a perfect replacement for cream in your favorite recipes. As a source of vitamins D3 and C, this evaporated milk will be a great choice for making delicious meals and treats. The Carnation evaporated milk is available in a convenient 12-ounce can.&lt;/p&gt;"
10291864,"Carnation Vitamin D Added Evaporated Milk, 5 oz",1.48,5 oz,Available,Carnation,5150024135,
10291869,"Challenge Unsalted Butter, 16 oz",,Net wt 16 oz,Not available,Challenge Dairy,5253,"&lt;p&gt;Challenge Unsalted Butter is 100% real cream butter. No salt. Nothing artificial. So you taste only the rich, natural sweet cream. And in cooking, Challenge Unsalted Butter enhances the taste of each individual ingredient, without overpowering the delicate balance of flavors.&lt;/p&gt;"
10291870,"Challenge Spreadable Butter with Canola Oil, 8 oz",,Net wt 8 oz,Not available,Challenge Butter,15258,"&lt;p&gt;Challenge Spreadable Butter is soft right from the refrigerator, which makes it great for spreading, baking and cooking. It's soft because we've added canola oil to our pure Challenge butter. Canola oil is low in saturated fats and cholesterol and has no transfatty acids.&lt;/p&gt;"
10291871,"Challenge Pasteurized Butter, 16 oz",,Net wt 16 oz,Not available,Challenge Dairy,5262,"&lt;p&gt;We churn our butter daily from pasteurized sweet cream in our own creameries to provide the freshest quality. Challenge is unique since we control all aspects of our butter quality--from the feed on our farms to refrigerated delivery. You can trust Challenge butter for all your baking, frying, cooking, and table use.&lt;/p&gt;"
10291872,"Challenge Whipped Butter, 8 oz",,Net wt 8 oz,Not available,Challenge Dairy,5330,"&lt;p&gt;Challenge Whipped Butter, made from the west's favorite butter, offers the taste you'll love in this lightly whipped form. Ideal for use as a spread and topping.&lt;/p&gt;"
10291874,Nestle Coffeemate Vanilla Caramel Powder Coffee Creamer 15 oz. Canister,4.19,15 oz,Available,Coffee-Mate,00050000494101,"&lt;p&gt;Coffee-mate Vanilla Caramel Powder Coffee Creamer is an irresistible sensation that combines the taste of indulgent caramel with rich vanilla flavor. Vanilla caramel evokes the flavors of &quot;dulce de leche,&quot; a flavored dessert in Mexico and Latin America.&lt;/p&gt;"
10291875,Nestle Coffeemate Creamy Chocolate Powder Coffee Creamer 15 oz. Canister,3.99,15 oz,Available,Coffee-Mate,00050000045945,"&lt;p&gt;Create a deliciously perfect cup of coffee with the warm, rich chocolate flavor of Coffee-mate Creamy Chocolate Powder Coffee Creamer. Satisfy your chocolate craving any time of day with this creamy treat in your coffee.&lt;/p&gt;"
10291879,"Carnation Sweetened Condensed Milk, 14oz",2.64,14 oz,Available,Carnation,31248,"&lt;p&gt;The Carnation Sweetened Condensed Milk makes your desserts creamier and tastier. This mixture of whole milk and sugar is heated until 60 percent of the water evaporates, creating a sweet rich liquid used for cooking deserts and preparing Thai iced tea. Nestle condensed milk can be used in recipes with acidic products like lemon or lime without curdling. This can of condensed milk does not require refrigeration prior to opening.&lt;/p&gt;"
10291885,"Carnation Vitamins A & D Added Fat Free Evaporated Milk, 12 oz",1.51,12 oz,Available,Carnation,5150025195,
10291891,Nestle Coffeemate Original Powder Coffee Creamer 35.3 oz. Canister,5.75,35.3 oz,Available,Coffee-Mate,10050000303028,&lt;p&gt;Coffee-mate Original Powder Coffee Creamer is a delicious powdered creamer that delivers the perfect blend of creaminess and sweetness without altering or masking the taste of your coffee.&lt;/p&gt;
10291892,Nestle Coffeemate Fat Free Original Powder Coffee Creamer 16 oz. Canister,4.04,16 oz,Available,Coffee-Mate,00050000306206,&lt;p&gt;Coffee-mate Fat Free Original Powder Coffee Creamer is a delicious powdered creamer that delivers the perfect blend of creaminess and sweetness without altering or masking the taste of your coffee.&lt;/p&gt;
10291898,Nestle Coffeemate Sugar Free Vanilla Caramel Powder Coffee Creamer 10.2 oz. Canister,4.93,10.2 oz,Available,Coffee-Mate,00050000337989,"&lt;p&gt;Nestle Coffee-mate Sugar Free Vanilla Caramel Powder Coffee Creamer is an irresistible sensation that combines the taste of indulgent caramel with rich vanilla flavor. Vanilla caramel evokes the flavors of &quot;dulce de leche,&quot; a flavored dessert in Mexico and Latin America.&lt;/p&gt;"
10292085,"Nabisco Easy Cheese Cheddar, 8.0 OZ",4.82,8 oz,Available,Easy Cheese,04551,"Kraft Easy Cheese, Cheddar, is a fun spread to squirt onto crackers, bread and other food items. It's made from real Kraft cheese for that distinctive flavor. This cheese snack provides an excellent source of calcium. You get eight ounces of cheese in each can so you can enjoy it for a long time. It's pasteurized for your safety and to last longer."
10292086,"Nabisco Easy Cheese American Cheese Snack, 8 oz",4.82,8 oz,Available,Easy Cheese,04552,"&lt;p&gt;If you're looking for a cheesy topping for crackers, sandwiches or other snacks, this 8-oz can of Kraft Easy Cheese American Cheese is a tasty choice. Kraft Easy Cheese American Cheese is made with real Kraft cheese, contains 0 trans fats and is a good source of calcium. This pasteurized cheese product also contains 5 grams of protein per serving.&lt;/p&gt;"
10292087,"Kraft Easy Cheese Sharp Cheddar Cheese Snack, 8 oz",4.82,8,Available,Easy Cheese,04553,"&lt;p&gt;Kraft Sharp Cheddar Cheese, 8 oz, is designed to add flavor to soups, casseroles, sandwiches and much more. This Kraft Easy Cheese is offered in a convenient easy dispenser can that does not require refrigeration. An excellent source of calcium, this Kraft Cheddar Cheese is a pasteurized cheese snack that is made with real cheese. Use this Kraft Sharp Cheddar Cheese on different crackers, celery, hamburgers or anything that you want to add a dash of cheesy flavor to.&lt;/p&gt;"
10292088,"Kraft Easy Cheese Cheese Snack Cheddar 'n Bacon, 8 oz",4.82,8 oz,Available,Easy Cheese,4554,
10292146,"Hood Low Fat Small Curd 1% Milkfat Cottage Cheese, 24 oz",,24 oz,Not available,Hood,10633,
10292147,"Hood Cottage Cheese Small Curd Country Style, 24 oz",,24 oz,Not available,Hood,0892,
10292837,All Balls Fork Dust Seal Kit 57-117,32.22,8,Available,All Balls,25-1572,Sharp Cheddar Shingle Sliced 10 Ct
