Product,Price
Cbn Artisan Pugliese Batard,$3.99
Cbn Artisan Roasted Garlic Batard,$3.99
Cbn Artisan Rosemary Sea Salt Batard,$3.99
Cbn Asiago Batard - Each,$4.49
Cbn Ciabatta Batard - Each,$4.49
Cbn Como Batard - Each,$4.49
Cbn Hearty Grain Batard - Each,$4.49
Cbn Kalamata Olive Batard - Each,$4.49
Cbn Neo Tuscan Batard - 18Oz,$4.49
Cbn Pugliese Batard - Each,$4.49
Cbn Roasted Garlic Bread - Each,$4.49
Cbn Rosemary Sea Salt Batard - Each,$4.49
Daves Killer Bread Organic Powerseed - 25 Oz,$6.79
Daves Killer Bread Organic White Bread Done Right - 24 Oz,$6.79
Daves Killer Bread White Done Right Thin - 20.5 Oz,$3.99
Eureka Bread Organic Grainiac - 27 Oz,$6.09
Eureka Bread Organic Saaa-Wheat! - 27 Oz,$4.29
Eureka Bread Organic Seeds The Day - 27 Oz,$6.09
Eureka Bread Organic Smooth Wheat - 18 Oz,$4.29
Eureka Bread Organic Sweet Baby Grains - 18 Oz,$5.09
Eureka Bread Organic Top Seed - 18 Oz,$5.09
Eureka Organic Outta Sight White - 27 Oz,$4.29
Goldminer 24 Oz Sourdough Square - Each,$4.49
La Brea Bakery Bread Jalapeno Cheddar Petite Loaf - 8 Oz,$2.19
La Brea Bakery Take & Bake Baguette French Twin Pack - Each,$2.99
La Brea Bakery Take & Bake Ciabatta Rolls Rustic - Each,$2.99
La Brea Bakery Take & Bake Ciabatta Rustic Loaf - 12 Oz,$2.99
La Brea Bakery Take & Bake Loaf Multigrain - Each,$2.99
Natures Own 7 Sprouted Whole Grain - 20 Oz,$2.99
Natures Own Wheat With Protein - 20 Oz,$2.99
Open Nature Bread French Wheat - Each,$2.59
Oroweat Organic 100% Whole Grain - 27 Oz,$6.09
Oroweat Organic 22 Seeds & Grains - 27 Oz,$6.09
Oroweat Select Hot Dog Rolls Wheat - 16 Oz,$3.99
Signature SELECT Baguette French Artisan Rustic - 9 Oz,$2.79
Signature SELECT Garlic Bread In Foil Bag - Each,$2.89
Sourdough Petite Country White - Each,$2.19
Take & Bake Garlic Loaf - Each,$2.99
Arnold Rolls Sesame 8 Count - 14 Oz,$3.99
Arnold Select Sandwich Rolls Wheat 8 Count - 16 Oz,$3.99
Bakery Hot Dog Buns Large Wheat - 6 Count,$2.99
Bakery Rolls Bolillo Wheat - 6 Count,$2.49
Bakery Rolls French - 6 Count,$2.99
Bakery Rolls Kaiser - 6 Count,$3.29
Bakery Rolls Kaiser Everything Seed - 6 Count,$2.99
Bakery Rolls Kaiser Poppy Seed - 6 Count,$2.99
Bakery Rolls Kaiser Sesame Seed - 6 Count,$3.29
Bakery Rolls Pretzel Slider - 6 Count,$3.99
Bakery Rolls Pretzel Sub - 6 Count,$4.99
Bakery Rolls Rye With Seeds - 12 Count,$2.99
Bakery Rolls Sandwich - 6 Count,$2.99
Bulk Roll - Each,$0.69
Bulk Roll Bolillo Hoagie - Each,$0.60
Bulk Sandwich Roll - Each,$0.69
Francisco Sandwich Rolls French 6 Count - 18.5 Oz,$4.49
Kaiser Rolls W/Jalapeno And Cheese 6ct,$2.99
Kaiser Rolls With Cheese 6ct,$2.99
Pepperidge Farm Buns Sandwich With Seeds - 13 Oz,$2.50
Pepperidge Farm Rolls Soft Hoagie - 14.5 Oz,$2.50
Sara Lee Deli Rolls - 16 Oz,$3.99
Signature Kitchens Plain Hoagie Roll Sandwich - 15 Oz,$2.49
Flatout Flatbread Italian Herb Light - 11.2 Oz,$5.59
Flatout Flatbread Multi-Grain With Flax - 11.2 Oz,$5.59
Flatout Flatbread Original Light - 11.2 Oz,$5.59
Flatout Foldit Flatbread Artisan 5 Grain Flax - 9 Oz,$5.59
Kangaroo Pocket Pita Wheat - 12 Oz,$2.79
Oroweat Pocket Thins 8 Grain Flatbread - 11.75 Oz,$4.49
Pepperidge Farm Bread Sliders - 16 Oz,$2.50
Tf Flat Bread White Med - Each,$3.29
Tf Pita Bread Wheat - Each,$2.19
Autumn Marshmallow Munchies - Each,$4.49
Bakery Apple Fritter Bites,$5.00
Bakery Brookies - 4 Count,$2.99
Bakery Brownie Black & White 4 Inch,$3.99
Bakery Brownie Party 4 Inch,$3.99
Bakery Brownies Fudge - 6 Count,$6.00
Bakery Brownies Fudge Iced - 6 Count,$6.00
Bakery Brownies German Chocolate - 6 Count,$6.00
Bakery Catering Tray SELECT Artisan Chocolate Indulgence Tray,$16.99
Bakery Catering Tray SELECT Artisan Jumbo Cookies Tray,$14.99
Bakery Cookies Butter With Sprinkles - 24 Count,$5.49
Bakery Cookies Chocolate Chip - 20 Count,$3.49
Bakery Cookies Chocolate Chip - 39 Count,$6.00
Bakery Cookies Coconut Macaroon With Chocolate Drizzle - 24 Count,$5.49
Bakery Cookies Macaroon - 24 Count,$5.49
Bakery Cookies Message Chocolate Chip 12 Inch,$9.99
Bakery Cookies Oatmeal Raisin - 20 Count,$3.49
Bakery Cookies Oatmeal Raisin - 39 Count,$6.00
Bakery Cookies Party Tray 50 Count,$11.99
Bakery Cookies Peanut Butter - 39 Count,$6.00
Bakery Cookies Platter Jumbo Dipped,$14.99
Bakery Cookies Pumpkin Chocolate Chip Cookies - 8 Count,$3.99
Bakery Cookies Rainbow Chocolate Chip - 20 Count,$3.49
Bakery Cookies Rainbow Chocolate Chip - 39 Count,$6.00
Bakery Cookies Red Velvet - 39 Count,$6.00
Bakery Cookies Sugar - 20 Count,$3.49
Bakery Cookies Sugar - 39 Count,$6.00
Bakery Cookies Sugar 35 Count Holiday,$6.00
Bakery Cookies Susan - 24 Count,$5.49
Bakery Cookies Variety - 39 Count,$6.00
Bakery Peanut Butter Cookie - 20 Count,$3.49
Baklava Bakery Box Large Sinbad 9 Piece - Each,$8.99
Bark Choc Drk Ccnut Almnd - 4.7 Oz,$5.99
Bark Blueberry Quinoa Dark Chocolate - 4.7 Oz,$5.99
Bark Thins Dark Chocolate Almond With Sea Salt - 4.7 Oz,$5.99
Bark Thins Dark Chocolate Pretzel With Sea Salt - 4.7 Oz,$5.99
Bark Thins Dark Chocolate Pumpkin Seed - 4.7 Oz,$5.99
Bites Duet 16.8oz - Each,$6.90
Brownies With Ghost Sprinkles Party Platter - Each,$7.89
Cky Gingersnap Lofthouse - Each,$4.49
Cky Lh Snickerdoodle - 12 Oz,$4.49
Cookie Autum Shortbread Tray - Each,$10.09
Cookie Bucket Of Bones - Each,$4.49
Cookie Kit 12 Count Halloween - Each,$8.99
Cookie Mini Frosted Cinnamon Pumpkin - Each,$4.49
Cookie Shortbread Autum - Each,$4.49
Cookies Chocolate Chunk 10ct,$5.99
Cookies Chocolate Chunk 2ct,$1.99
Cookies Halloween Variety Tub - 10 Oz,$4.49
Cookies Hershey Almond Joy 10ct,$5.99
Cookies Hershey Almond Joy 2ct,$1.99
Cookies Hershey Heath Toffee 10ct,$5.99
Cookies Hershey Heath Toffee 2ct,$1.99
Cookies Hershey Peanut Butter Cup 10ct,$5.99
Cookies Hershey Peanut Butter Cup 2ct,$1.99
Cookies Holloween Pumpkin Platter - Each,$7.89
Cookies Hopes Royale 10ct,$5.99
Cookies Hopes Royale 2ct,$1.99
Cookies Iced Chocolate & Vanilla 10ct - Each,$4.49
Cookies Luscious Lemon 10ct,$5.99
Cookies Oatmeal Cranberry Walnut 10ct,$5.99
Cookies Oatmeal Cranberry Walnut 2ct,$1.99
Cookies Pink Frosted - Each,$4.49
Cookies Turtle 10ct,$5.99
Cookies Turtle 2ct,$1.99
Cookies Variety Choc Chip Oatmeal Brwnie,$5.00
Cookies Variety Choc Chip Sugar Oatmeal,$5.00
Cookies White Chocolate Macadamia 10ct,$5.99
Cookies White Chocolate Macadamia 2ct,$1.99
Entenmanns Mini Fudge Brownie - 11 Oz,$3.49
Hostess Carmel Apple Cupcakes - Each,$4.49
Hostess Pumkin Spice Twinkies - Each,$4.49
In-Store Bakery Cookies Brownie Milk Chocolate 20ct,$3.49
In-Store Bakery Cookies Cowboy 20ct,$3.49
In-Store Bakery Cookies Frosted Green And Purple - Each,$10.09
In-Store Bakery Cookies Frosted Harvest Orange Tray - Each,$10.09
In-Store Bakery Cookies Frosted Pink Ribbon - Each,$4.49
Little Debbie Brownies Cosmic - 13.1 Oz,$1.99
Little Debbie Nutty Bars - 12 Oz,$1.99
Lofthouse Cookies Frosted Orange - Each,$4.49
Lofthouse Cookies Pumpkin - Each,$4.49
Lofthouse Wh Chc Macdmia Cki - 15 Oz,$4.49
Mcrn Bites Trio Aunt Katie - Each,$14.59
Peanut Brittle Packaged - Each,$5.59
Sheila Gs Brownie Brittle Brownie Chocolate Chip - 5 Oz,$3.99
Sheila Gs Brownie Brittle Brownie Salted Caramel - 5 Oz,$3.99
Sheila Gs Brownie Brittle Brownie Salted Caramel - 5 Oz,$3.29
Sheila Gs Brownie Brittle Brownie Toffee Crunch - 5 Oz,$3.99
Signature SELECT Brownie Bites Petite - 24 Oz,$6.90
Signature SELECT Duet Bites 24oz. - Each,$6.90
Single Serve Fudge Brownie,$2.49
Bakery Boston Italian Creme,$9.99
Bakery Cake 1/4 Sheet Marble Cake,$18.99
Bakery Cake 1/8 Sheet Tiramisu Cakerie,$16.99
Bakery Cake 1/8 Sheet Tuxedo Truffle Mouse Cakerie,$16.99
Bakery Cake 8 Inch 2 Layer Candy Cake,$19.99
Bakery Cake 8 Inch 2 Layer Marble Cake,$13.99
Bakery Cake Almond 3 Layer - 2 Count,$3.99
Bakery Cake Artisan Colossal Chocolate Slice - 1 Count (880 Cal),$3.99
Bakery Cake Black And White 3 Layer,$13.99
Bakery Cake Boston Black Forest,$9.99
Bakery Cake Cakerie Autumn Spice Baby,$6.99
Bakery Cake Cakerie Red Velvet - 1 Count (1140 Cal),$3.99
Bakery Cake Cakerie Tiramisu 1 Serve,$3.99
Bakery Cake Cakerie Tuxedo Truffle Mouse 1 Serve,$4.49
Bakery Cake Carrot Classic Dessert Baby,$5.99
Bakery Cake Carrot Decorated - 1/4 Sheet,$19.99
Bakery Cake Carrot Double Layer,$13.99
Bakery Cake Carrot Single Layer,$8.99
Bakery Cake Carrot Slice - 1 Count (800 Cal),$2.00
Bakery Cake Chocolate Chocolate Iced 1/4 Sheet Celebration,$18.99
Bakery Cake Chocolate Enrobed - 1/4 Sheet,$19.99
Bakery Cake Chocolate Iced Chocolate 8 Inch,$8.99
Bakery Cake Chocolate White Iced 1/4 Sheet Celebration,$18.99
Bakery Cake Chocolate With Chocolate Whip 1 Layer,$8.99
Bakery Cake Cookies & Creme 1 Layer,$8.99
Bakery Cake Cookies & Creme 1/4 Sheet,$19.99
Bakery Cake Decorated White 8 Inch 2 Layers,$13.99
Bakery Cake Fondant Baby,$7.99
Bakery Cake Fondant Character,$13.99
Bakery Cake Fudge Double Layer Cake,$13.99
Bakery Cake Fudge Iced Chocolate 8 Inch 2 Layers,$13.99
Bakery Cake German Chocolate 8 Inch,$7.99
Bakery Cake German Chocolate Single Layer,$8.99
Bakery Cake German Chocolate Slice - 1 Count (910 Cal),$2.00
Bakery Cake Happy Birthday 3 Tier,$15.99
Bakery Cake Holiday Chocolate Iced Chocolate 2 Layer,$13.99
Bakery Cake Holiday White Iced Chocolate 8 Inch 2 Layers,$13.99
Bakery Cake Italian Creme 1 Layer,$8.99
Bakery Cake Italian Creme 3 Layer - 2 Count,$3.99
Bakery Cake Marble White Iced 1/4 Sheet Kit Toy,$24.99
Bakery Cake Marble With White Whip 1/4 Sheet,$18.99
Bakery Cake Monster Chocolate 8 Inch 1 Layer,$8.99
Bakery Cake Red Velvet Single 2 Layer Cake,$13.99
Bakery Cake Ring Cake Chocolate Half,$2.99
Bakery Cake Ring Cake Lemon Half,$2.99
Bakery Cake Ring Cake Marble Half,$2.99
Bakery Cake Ring Cake Orange Cranberry Half,$2.99
Bakery Cake Ring Cake Pistachio Half,$2.99
Bakery Cake Ring Cake Pumpkin Half,$2.99
Bakery Cake Ring Cake Strawberry Half,$2.99
Bakery Cake Rocky Road 3 Layer,$13.99
Bakery Cake Rocky Road 3 Layer - 2 Count,$3.99
Bakery Cake Roll Tray 16 Ct,$10.99
Bakery Cake Royal Elegance 1/4 Sheet Cake,$19.99
Bakery Cake Seasonal Baby,$5.99
Bakery Cake Short Rabbit Bar Chocolate Cake,$9.99
Bakery Cake Square Chocolate Holiday,$14.99
Bakery Cake Stacked Party Cake,$14.99
Bakery Cake Strawberry Baby,$5.99
Bakery Cake Triple Chocolate Decadence,$13.99
Bakery Cake Triple Chocolate Decadence - 2 Count,$3.99
Bakery Cake Truffle Iced Chocolate - 8 Inch,$8.99
Bakery Cake Truffle Iced White - 8 Inch,$8.99
Bakery Cake White & Black 3 Layer - 2 Count,$3.99
Bakery Cake White Celebration 8 Inch 2 Layer,$13.99
Bakery Cake White Chocolate Iced 1/4 Sheet Celebration,$18.99
Bakery Cake White Drizzle Baby,$5.99
Bakery Cake White Forest 3 Layer,$15.79
Bakery Cake White Forest 3 Layer - 2 Count,$3.99
Bakery Cake White Iced White - 8 Inch,$8.99
Bakery Cake White Iced White 8 Inch 2 Layer,$13.99
Bakery Cake White Monster - 8 Inch,$8.99
Bakery Cake White White Iced 1/4 Sheet Celebration,$18.99
Bakery Cake White White Iced 1/4 Sheet Kit Toy,$24.99
Bakery Cream Puffs - 2 Count,$2.99
Bakery Cream Puffs - 9 Count,$5.00
Bakery Cupcake Cupcakes Chocolate With Buttercream - 4 Count,$2.49
Bakery Cupcake Cupcakes White With Buttercream - 4 Count,$2.49
Bakery Eclairs - 2 Count,$2.99
Bakery Eclairs - 7 Count,$5.00
Bakery Flan Fresh Fruit 1 Layer,$9.99
Bakery Victorian Lace,$13.99
Cake Angel Food 8in - Each,$5.59
Cake Variety Autumn 2lyr 8in - Each,$19.09
Cheesecake White Chocolate Raspberry - 28Oz,$14.59
Entenmanns Little Bites Party Cakes - 8.25 Oz,$3.49
Ez Build Haunted House Gingerbread Kit - Each,$14.59
Hostess Coffee Cakes Multi Pack - 11.6 Oz,$2.50
Hostess Ding Dongs Chocolate Multi Pack - 12.7 Oz,$2.50
Hostess Ding Dongs Chocolate Single Serve - 2.55 Oz,$1.00
Hostess Glo Balls Multi Pack - Each,$4.49
Hostess Halloween Chocolate Cake Twinkie - Each,$4.49
Hostess Scarycakes Multi Pack - Each,$4.49
Hostess Suzy Qs Multi Pack - 12.13 Oz,$2.50
Little Debbie Cakes Swiss Rolls - 13 Oz,$1.99
Loaf Angel Food - Each,$4.49
Loaf Cake Cranberry Sliced - Each,$4.49
Bakery Pie Apple 9 Inch,$10.99
Bakery Pie Apple Dutch 9 Inch,$10.99
Bakery Pie Apple Half 9 Inch,$5.00
Bakery Pie Blueberry 9 Inch,$10.99
Bakery Pie Blueberry Half,$5.00
Bakery Pie Chocolate Peanut Butter Cream 8 Inch,$10.99
Bakery Pie Cream Chocolate Peanut Butter Quarter,$2.99
Bakery Pie Dutch Apple Half,$5.00
Bakery Pie Marionberry 9 Inch,$10.99
Bakery Pie Marionberry Half,$5.49
Bakery Pie Peach 9 Inch,$10.99
Bakery Pie Peach Half 9 Inch,$5.00
Bakery Pie Pumpkin With Whipped Icing 8 Inch,$6.99
Bakery Pie Traditional Cherry 9 Inch,$10.99
Bakery Pie Traditional Cherry Half,$5.00
Bakery Pie Whoopie Chocolate Wc,$2.49
Bakery Pie Whoopie Pumpkin Bc,$2.49
Bakery Pie Whoopie Vanillia Wc,$2.49
In-Store Bakery Pie Baked Apple Dutch Harvest 8 Inch - Each,$6.79
In-Store Bakery Pie Baked Harvest Apple 8 Inch - Each,$6.79
Little Debbie Cream Pie Oatmeal - 16.2 Oz,$1.99
Pie Baked Blueberry 8in - Each,$6.79
Pie Baked Cherry Harvest 8in - Each,$6.79
Pie Baked Pecan 8in Jessie Lord - Each,$8.99
Pie Chocolate Meringue - Each,$7.89
Pie Coconut Meringue - Each,$7.89
Pie Key Lime Meringue - Each,$7.89
Pie Pumpkin Pre Baked 8in - Each,$6.79
Signature Kitchens Apple Fruit Snack Pie - 4.5 Oz,$0.60
Signature Kitchens Berry Fruit Snack Pie - 4.5 Oz,$0.60
Signature Kitchens Cherry Fruit Snack Pie - 4.5 Oz,$0.60
Signature Kitchens Chocolate Creme Snack Pie - 4.5 Oz,$0.60
Bakery Bagels Better Cheddar - 6 Count,$2.99
Bakery Bagels Blueberry - 6 Count,$2.99
Bakery Bagels Everything - 6 Count,$2.99
Bakery Bagels Multi Grain - 6 Count,$2.99
Bakery Bagels Onion - 6 Count,$2.99
Bakery Bagels Plain - 6 Count,$2.99
Bakery Bagels Sesame Seed - 6 Count,$2.99
Dkb Cinnamon Raisin Remix Bagel 5 Organic - 16.75 Oz,$4.49
Dkb Org 5 Everything Bagel - 16.75 Oz,$4.49
Dkb Org 5 Pl Bagel - 16.75 Oz,$4.49
Sara Lee Bagels Deluxe Pre-Sliced Blueberry - 6-22 Oz,$2.99
Sara Lee Bagels Deluxe Pre-Sliced Cinnamon Raisin - 6-22 Oz,$2.99
Sara Lee Bagels Deluxe Pre-Sliced Plain - 6-22 Oz,$2.99
Signature Kitchens Bagels Blueberry - 6-18 Oz,$2.79
Signature Kitchens Bagels Cinnamon Raisin - 6-18 Oz,$2.79
Signature Kitchens Bagels Plain - 6-18 Oz,$2.79
Signature Kitchens Bread Split Top Wheat - 24 Oz,$1.99
Signature Kitchens Bread Split Top White - 24 Oz,$1.99
Thomas Bagel Thins Bagels Pre-Sliced Everything - 13 Oz,$4.89
Thomas Bagel Thins Bagels Pre-Sliced Plain - 13 Oz,$4.89
Thomas Bagels Mini Pre-Sliced Plain - 15 Oz,$4.49
Thomas Bagels Pre-Sliced Cinnamon Raisin - 20 Oz,$3.99
Thomas Bagels Pre-Sliced Everything - 20 Oz,$3.99
Thomas Bagels Pre-Sliced Plain - 20 Oz,$3.99
Thomas Bagels Pre-Sliced Pumpkin Spice - 20 Oz,$3.99
Thomas Hearty Grains Bagels Pre-Sliced 100% Whole Wheat - 20 Oz,$3.99
Cinnabon Cinnamon Bread - 16 Oz,$2.99
Pepperidge Farm Swirl Bread Blueberry - 16 Oz,$5.09
Pepperidge Farm Swirl Bread Cinnamon - 16 Oz,$5.09
Pepperidge Farm Swirl Bread Cinnamon Raisin - 16 Oz,$5.09
Pepperidge Farm Swirl Bread French Toast - 16 Oz,$5.09
Pepperidge Farm Swirl Bread Pumpkin Spice - 16 Oz,$5.09
Sara Lee Texas Toast - 24 Oz,$4.89
Sun-Maid Raisin Bread - 16 Oz,$4.49
Bakery Donuts Cake Chocolate Variety 14 Ct,$5.00
Bakery Donuts Cake Donuts - 8 Count,$3.49
Bakery Donuts Cake Old Fashion Donuts - 14 Count,$5.00
Bakery Donuts Cake Old Fashion Donuts Variety 14 Ct,$5.00
Bakery Donuts Dozen Assorted,$5.99
Bakery Donuts Glazed Dozen,$4.99
Bakery Donuts Holes Choc,$5.00
Bakery Donuts Holes Cinnamon Powder Sugar,$5.00
Bakery Donuts Holes Old Fashioned,$5.00
Bakery Donuts Holes Powdered Sugar,$5.00
Bakery Donuts Old Fashioned - 8 Count,$3.49
Bakery Donuts Plain - 8 Count,$3.49
Bakery Donuts Rings Assorted - 6 Count,$3.00
Bakery Donuts Rings Glazed - 6 Count,$3.00
Bakery Donuts Variety Pack - Dozen,$5.99
Bakery Donuts Variety Pack Dozen,$5.99
Entenmanns Donuts Classic Pumpkin 8 Count - 16 Oz,$3.49
Entenmanns Donuts Classic Variety Pack - 16 Oz,$3.49
Entenmanns Donuts Frosted Rich Chocolate -16 Oz,$3.49
Entenmanns Donuts Glazed Buttermilk - 18 Oz,$3.49
Entenmanns Donuts Popems Frosted - 14 Oz,$2.99
Entenmanns Donuts Popems Glazed - 16 Oz,$3.99
Entenmanns Donuts Softees Donuts Variety - 22 Oz,$3.99
Entenmanns Popems Cinnamon - 11 Oz,$2.99
Entenmanns Popems Powdered - 11 Oz,$2.99
Hostess Donettes Crunch Single Serve - 4 Oz,$1.00
Hostess Donettes Frosted Bagged - 11.25 Oz,$2.50
Hostess Donettes Frosted Devils Food Bagged - 11.25 Oz,$2.50
Hostess Donettes Frosted Single Serve - 3 Oz,$1.00
Hostess Donettes Powdered Bagged - 10.5 Oz,$2.50
Hostess Donettes Powdered Single Serve - 3 Oz,$1.00
Hostess Glazed Donettes Single Serve - 3.7 Oz,$1.00
Little Debbie Donuts Mini Frosted Bagged - 10.5 Oz,$2.19
Little Debbie Donuts Mini Powdered Bagged - 10 Oz,$2.19
Bakery Bear Claw,$3.99
Bakery Buns Sticky Gourmet - 2 Count,$2.99
Bakery Buns Sticky Gourmet Caramel Nut - 2 Count,$2.99
Bakery Cinnamon Crispy - 6 Count,$3.99
Bakery Cinnamon Roll Gourmet - 10 Count,$5.00
Bakery Cinnamon Roll Gourmet - 2 Count,$2.99
Bakery Croissants Chocolate - 10 Count,$5.00
Bakery Croissants Cinnamon Twist - 4 Count,$1.99
Bakery Croissants Large - 4 Count,$3.49
Bakery Croissants Mini - 8 Count,$3.49
Bakery Croissants Mini 13 Count,$5.00
Bakery Croissants Mulitgrain Blended,$4.49
Bakery Danish Bear Paws Mini - 24 Count,$5.00
Bakery Danish Cheese - 8 Count,$5.00
Bakery Danish Large Gourmet Variety - 2 Count,$3.99
Bakery Danish Variety - 8 Count,$5.00
Bakery Morning Buns - 7 Count,$5.00
